tweet_id,retweet_count,favorite_count,favorite_retweet_ration
824025158776213504,606,4896,8.07920792079208
823939628516474880,2751,10779,3.9182115594329336
823699002998870016,2561,14185,5.538852010933229
823581115634085888,2671,13233,4.954324223137402
823333489516937216,25,710,28.4
823322678127919110,4101,15971,3.8944159960985125
822975315408461824,3515,17571,4.998862019914651
822872901745569793,44058,133677,3.0341141222933405
822859134160621569,2329,13494,5.793902962644912
822610361945911296,3011,15059,5.001328462304882
822489057087389700,6528,18439,2.8246017156862746
822462944365645825,14608,28535,1.953381708652793
822244816520155136,10062,35524,3.530510832836414
821886076407029760,2354,11503,4.886576040781648
821765923262631936,1687,8558,5.072910491997629
821522889702862852,1800,8163,4.535
821407182352777218,4433,11986,2.7038123167155423
821153421864615936,10,261,26.1
821149554670182400,2031,8801,4.333333333333333
821107785811234820,2176,9757,4.483915441176471
821044531881721856,2323,12872,5.541110632802411
820749716845686786,10090,32102,3.181565906838454
820690176645140481,3293,12422,3.7722441542666263
820314633777061888,573,3400,5.93368237347295
820078625395449857,6416,20170,3.143703241895262
819952236453363712,1202,5418,4.507487520798669
819924195358416896,4964,13121,2.643231265108783
819711362133872643,3176,13646,4.2965994962216625
819588359383371776,2030,9814,4.834482758620689
819347104292290561,1232,7357,5.971590909090909
819238181065359361,414,2318,5.599033816425121
819227688460238848,6867,23502,3.4224552206203582
819006400881917954,19332,46095,2.384388578522657
819004803107983360,37611,88426,2.3510675068464013
818627210458333184,7687,22805,2.966697020944452
818614493328580609,2619,10031,3.8300878197785413
818536468981415936,2517,11108,4.413190305919746
818259473185828864,2325,11243,4.835698924731183
818145370475810820,2625,12530,4.773333333333333
817908911860748288,823,4948,6.012150668286756
817827839487737858,27648,52706,1.906322337962963
817777686764523521,2747,10945,3.9843465598835093
817536400337801217,3033,11984,3.951203428948236
817423860136083457,15074,34546,2.291760647472469
817415592588222464,972,5714,5.878600823045267
817171292965273600,2069,8947,4.324311261478975
817120970343411712,2659,12449,4.681835276419707
817056546584727552,1679,8768,5.222156045265039
816816676327063552,2082,10224,4.910662824207493
816697700272001025,2243,10002,4.45920641997325
816450570814898180,8270,31100,3.7605804111245464
816336735214911488,1990,8781,4.412562814070352
816091915477250048,2192,9104,4.153284671532846
815990720817401858,1049,5061,4.824594852240229
815966073409433600,8656,22863,2.6412892791127542
815736392542261248,2324,10053,4.325731497418245
815639385530101762,1684,8396,4.985748218527316
815390420867969024,3893,10585,2.718982789622399
814986499976527872,1310,7812,5.963358778625954
814638523311648768,2768,11503,4.155708092485549
814530161257443328,1909,8833,4.627029858564693
814153002265309185,8891,29406,3.3073894949949385
813910438903693312,1915,9501,4.961357702349869
813812741911748608,14323,37211,2.597989248062557
813800681631023104,1809,8503,4.700386954118297
813217897535406080,7478,19049,2.54733886065793
813202720496779264,1850,9440,5.102702702702703
813187593374461952,4470,20325,4.546979865771812
813172488309972993,1977,9483,4.796661608497724
813157409116065792,2269,7950,3.503746143675628
813142292504645637,2439,8658,3.5498154981549814
813130366689148928,458,4583,10.006550218340612
813127251579564032,3208,12126,3.779925187032419
813112105746448384,2807,10551,3.7588172426077664
813096984823349248,3701,10801,2.9184004323155905
813081950185472002,2841,10112,3.5593101020767337
813066809284972545,2001,8144,4.0699650174912545
813051746834595840,7542,21454,2.8446035534341023
812781120811126785,1953,7758,3.9723502304147464
812709060537683968,1467,6774,4.617586912065439
812503143955202048,1253,6207,4.953711093375897
812466873996607488,1987,8156,4.104680422747861
812372279581671427,3757,13980,3.7210540324727175
811985624773361665,1439,7430,5.163307852675469
811744202451197953,1638,7716,4.710622710622711
811647686436880384,761,5739,7.541392904073588
811627233043480576,3161,13082,4.138563745650111
811386762094317568,6553,21419,3.2685792766671753
810984652412424192,1472,5468,3.714673913043478
810896069567610880,1814,9235,5.090959206174201
810657578271330305,2721,11239,4.130466740169055
810284430598270976,11609,36128,3.112068222930485
810254108431155201,3457,15048,4.352907144923344
809920764300447744,4040,15895,3.9344059405940595
809448704142938112,1502,7103,4.729027962716378
809220051211603969,5756,20410,3.5458651841556637
809084759137812480,3617,13566,3.7506220624827207
808838249661788160,3125,10355,3.3136
808733504066486276,2224,8103,3.6434352517985613
808501579447930884,2679,11572,4.319522209779769
808344865868283904,21446,43621,2.0339923528863193
808106460588765185,2264,9003,3.976590106007067
808001312164028416,3624,12847,3.5449779249448126
807621403335917568,3733,14937,4.001339405304045
807106840509214720,57026,121229,2.1258548732157263
807010152071229440,3959,13384,3.3806516797171002
806629075125202948,35671,76588,2.147066244288077
806576416489959424,1995,5007,2.5097744360902254
806542213899489280,2419,10477,4.331128565522944
806219024703037440,1223,6589,5.387571545380212
805932879469572096,1969,8478,4.305738953783647
805826884734976000,1879,6735,3.5843533794571583
805520635690676224,1709,5890,3.446459918080749
805487436403003392,2589,9008,3.4793356508304365
805207613751304193,1761,8022,4.555366269165247
804738756058218496,3927,14031,3.5729564553093964
804475857670639616,2067,6293,3.0445089501693277
804026241225523202,16614,45621,2.745937161430119
803773340896923648,2823,10313,3.6532058094226
803638050916102144,4252,11225,2.6399341486359362
803380650405482500,1915,7966,4.159791122715404
803276597545603072,2526,10279,4.069279493269992
802952499103731712,2066,9246,4.4753146176185865
802600418706604034,1510,7285,4.824503311258278
802572683846291456,2579,9155,3.5498255137650254
802323869084381190,5998,16622,2.7712570856952317
802265048156610565,1415,6941,4.905300353356891
802239329049477120,2697,9300,3.4482758620689653
801958328846974976,1757,7934,4.515651678998292
801854953262350336,243,1823,7.502057613168724
801538201127157760,2123,8426,3.9689119170984455
801285448605831168,848,6214,7.327830188679245
801167903437357056,6095,25111,4.119934372436424
801115127852503040,2163,8284,3.8298659269533055
800859414831898624,98,701,7.153061224489796
800751577355128832,2871,10819,3.7683733890630444
800513324630806528,3074,13474,4.383214053350684
800459316964663297,2234,9747,4.363025962399284
800388270626521089,2885,11430,3.9618717504332754
800141422401830912,2621,15676,5.980923311713086
800018252395122689,13543,29110,2.1494499003175074
799757965289017345,2219,8610,3.8801261829652995
799422933579902976,1975,8257,4.1807594936708865
799297110730567681,2840,10147,3.572887323943662
799063482566066176,2528,8275,3.273338607594937
798933969379225600,4598,13427,2.920182688125272
798925684722855936,1479,7675,5.189317106152806
798209839306514432,2628,10693,4.068873668188736
797971864723324932,3197,11907,3.7244291523303095
797545162159308800,5004,14920,2.9816147082334132
797236660651966464,6777,20456,3.0184447395602776
797165961484890113,26,230,8.846153846153847
796865951799083009,1969,7883,4.003555104113763
796759840936919040,3134,12143,3.8746011486917675
796484825502875648,1811,7775,4.293208172280508
796387464403357696,4273,11293,2.6428738591153755
796149749086875649,14697,33087,2.2512757705654214
796125600683540480,1858,5089,2.738966630785791
796116448414461957,2484,9337,3.7588566827697263
796080075804475393,2381,8670,3.641327173456531
796031486298386433,3817,11080,2.9028032486245743
795464331001561088,24340,50897,2.091084634346754
795400264262053889,2957,10325,3.4917145755833614
795076730285391872,5583,16616,2.9761776822496864
794926597468000259,2375,10525,4.431578947368421
794332329137291264,2748,9821,3.5738719068413394
794205286408003585,3406,9455,2.7759835584263066
793962221541933056,5032,17266,3.431240063593005
793845145112371200,1922,9463,4.923517169614985
793601777308463104,1675,8182,4.884776119402985
793500921481273345,2443,10948,4.481375358166189
793286476301799424,9425,25230,2.6769230769230767
793271401113350145,2460,8924,3.627642276422764
793256262322548741,8582,20494,2.388021440223724
793241302385262592,3386,10794,3.187832250443001
793226087023144960,2948,10097,3.425033921302578
793210959003287553,2875,9157,3.1850434782608694
793195938047070209,5795,15685,2.706643658326143
793180763617361921,2061,7126,3.457544881125667
793165685325201412,2860,9668,3.3804195804195802
793150605191548928,1746,6349,3.63631156930126
793135492858580992,2558,6617,2.586786551993745
793120401413079041,4028,13017,3.23162859980139
792913359805018113,4086,14702,3.5981399902104747
792883833364439040,4387,11600,2.6441759744700253
792773781206999040,1728,7538,4.362268518518518
792394556390137856,4414,13798,3.1259628454916175
792050063153438720,1854,7338,3.957928802588997
791774931465953280,22845,46259,2.0249069818340995
791672322847637504,3223,12049,3.7384424449270868
791406955684368384,4239,13457,3.1745694739325314
791312159183634433,2609,9000,3.4495975469528557
790987426131050500,2194,10084,4.596171376481313
790946055508652032,4817,17060,3.541623417064563
790698755171364864,1980,8421,4.253030303030303
790581949425475584,7362,21161,2.8743547948926924
790337589677002753,1926,8014,4.160955347871235
790277117346975746,3256,12868,3.9520884520884523
789986466051088384,2376,9483,3.9911616161616164
789903600034189313,4236,10621,2.507318224740321
789628658055020548,1822,7678,4.214050493962678
789599242079838210,1976,6928,3.506072874493927
789530877013393408,3472,12024,3.4631336405529956
789314372632018944,2358,8861,3.7578456318914335
789268448748703744,2675,9324,3.485607476635514
789137962068021249,2878,9952,3.457956914523975
788908386943430656,12786,28068,2.1952135147817926
788765914992902144,10604,28016,2.642021878536401
788412144018661376,5414,15932,2.9427410417436275
788178268662984705,2150,7399,3.4413953488372093
788150585577050112,1322,6265,4.7390317700453854
788039637453406209,1357,6268,4.619012527634488
787810552592695296,3136,8839,2.8185586734693877
787717603741622272,2857,10496,3.673783689184459
787397959788929025,2911,11133,3.8244589488148404
787322443945877504,1786,7970,4.4624860022396415
786963064373534720,8177,27233,3.330439036321389
786709082849828864,6263,18683,2.983075203576561
786664955043049472,2622,10852,4.138825324180015
786595970293370880,3195,9649,3.0200312989045384
786363235746385920,3602,11142,3.093281510272071
786286427768250368,2919,8156,2.794107571085988
786233965241827333,4874,15615,3.203734099302421
786051337297522688,159,1457,9.163522012578616
785927819176054784,3261,11646,3.5712971481140756
785872687017132033,1864,6853,3.676502145922747
785639753186217984,2290,8017,3.500873362445415
785533386513321988,2041,9313,4.562959333659971
785515384317313025,1291,6250,4.841208365608056
785264754247995392,1680,7424,4.419047619047619
785170936622350336,4957,12309,2.483155134153722
784826020293709826,3322,10352,3.116195063214931
784517518371221505,2596,9178,3.5354391371340523
784431430411685888,1307,5826,4.457536342769702
784183165795655680,8258,20546,2.488011625090821
784057939640352768,11393,30438,2.6716404809971035
783839966405230592,11035,30687,2.7808790212958767
783821107061198850,2017,7511,3.723847297967278
783695101801398276,3290,10687,3.248328267477204
783466772167098368,2302,8640,3.7532580364900086
783391753726550016,5619,17252,3.0702972059085245
783334639985389568,11954,29769,2.490296135184875
783085703974514689,2251,8333,3.7019102621057307
782969140009107456,7544,24633,3.2652439024390243
782747134529531904,1440,7641,5.30625
782722598790725632,5513,17657,3.2027933974242697
782598640137187329,1916,7964,4.156576200417536
782305867769217024,5707,17002,2.979148414228141
781955203444699136,3452,11370,3.2937427578215526
781661882474196992,2782,10661,3.8321351545650613
781655249211752448,1148,4078,3.552264808362369
781524693396357120,5683,21168,3.724793243005455
781308096455073793,2604,7293,2.8006912442396312
781251288990355457,2122,8597,4.051366635249765
781163403222056960,2796,10009,3.5797567954220315
780931614150983680,7471,22089,2.956632311604872
780858289093574656,2049,7336,3.580283064909712
780800785462489090,1327,5607,4.225320271288621
780601303617732608,3414,12356,3.6192149970708845
780543529827336192,1776,6436,3.623873873873874
780459368902959104,1100,5400,4.909090909090909
780192070812196864,2295,8874,3.8666666666666667
780074436359819264,5071,12446,2.454348254782094
779834332596887552,7206,19292,2.677213433250069
779377524342161408,3172,8984,2.832282471626734
779056095788752897,4618,15069,3.2631009094846255
778990705243029504,7365,20380,2.76714188730482
778764940568104960,371,885,2.38544474393531
778748913645780993,1341,7024,5.237882177479493
778650543019483137,1536,5883,3.830078125
778624900596654080,1029,4723,4.589893100097182
778408200802557953,4430,13880,3.1331828442437923
778383385161035776,1123,5953,5.300979519145147
778286810187399168,3362,10585,3.1484235574063058
778039087836069888,2698,8656,3.208302446256486
778027034220126208,1649,6671,4.045482110369921
777885040357281792,1655,6472,3.9105740181268884
777684233540206592,2986,11444,3.8325519089082385
777621514455814149,2549,8921,3.499803844644959
777189768882946048,4379,14533,3.318794245261475
776813020089548800,1235,4961,4.017004048582996
776477788987613185,2834,8993,3.1732533521524346
776218204058357768,16183,30461,1.882283878143731
776201521193218049,2556,9794,3.831768388106416
776113305656188928,4437,11988,2.7018255578093306
776088319444877312,154,1878,12.194805194805195
775842724423557120,2706,11920,4.405025868440503
775733305207554048,4059,14100,3.473762010347376
775729183532220416,4677,13194,2.821039127645927
775364825476165632,3024,7530,2.490079365079365
775350846108426240,3974,10330,2.599396074484147
775085132600442880,4820,15839,3.2860995850622405
774757898236878852,1820,8746,4.805494505494505
774639387460112384,1758,6861,3.9027303754266214
774314403806253056,5627,22153,3.9369113204194064
773985732834758656,3946,10917,2.7665990876837303
773922284943896577,1778,6506,3.6591676040494936
773704687002451968,1658,6714,4.049457177322075
773670353721753600,1335,5433,4.069662921348314
773547596996571136,6281,22493,3.5811176564241363
773308824254029826,7597,23689,3.11820455442938
773247561583001600,3298,9615,2.9154032747119465
773191612633579521,4218,10162,2.4091986723565673
772877495989305348,3947,8715,2.2080060805675195
772826264096874500,2392,8194,3.4255852842809364
772581559778025472,1722,6612,3.8397212543554007
772193107915964416,1418,6143,4.332157968970381
772152991789019136,1149,3867,3.3655352480417755
772117678702071809,751,3833,5.103861517976032
772114945936949249,475,2769,5.829473684210527
772102971039580160,953,4066,4.266526757607555
771908950375665664,1935,6687,3.4558139534883723
771770456517009408,3447,12195,3.537859007832898
771500966810099713,2651,8394,3.166352319879291
771380798096281600,5177,10660,2.0591075912690746
771136648247640064,2975,9293,3.1236974789915966
771102124360998913,1463,6345,4.336978810663021
771014301343748096,1682,6999,4.161117717003568
770787852854652928,1218,5006,4.110016420361248
770772759874076672,1437,5264,3.663187195546277
770655142660169732,1797,7451,4.146355036171396
770414278348247044,2133,6418,3.008907641819034
770293558247038976,1505,6343,4.214617940199336
770069151037685760,2329,7704,3.3078574495491626
